"pig_ensembl_gene_id","pig_gene_name","pig_entrezgene_id","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name","human_entrezgene_id","cow_ensembl_gene_id","cow_gene_name","cow_entrezgene_id"
"ENSSSCG00000000258","RARG",NA,"ENSG00000172819","RARG",5916,"ENSBTAG00000007592","RARG",540425
"ENSSSCG00000029753","CYTIP",100627882,"ENSG00000115165","CYTIP",9595,"ENSBTAG00000008329","CYTIP",540450
"ENSSSCG00000009522","PCCA",100524103,"ENSG00000175198","PCCA",5095,"ENSBTAG00000010672","PCCA",614302
"ENSSSCG00000008162","IL1R1",100626904,"ENSG00000115594","IL1R1",3554,"ENSBTAG00000005273","IL1R1",515640
"ENSSSCG00000015897","IFIH1",100101927,"ENSG00000115267","IFIH1",64135,"ENSBTAG00000008142","IFIH1",535490
"ENSSSCG00000033373","COMMD8",NA,"ENSG00000169019","COMMD8",54951,"ENSBTAG00000001348","COMMD8",507292
"ENSSSCG00000002292","PLEKHH1",NA,"ENSG00000054690","PLEKHH1",57475,"ENSBTAG00000018297","PLEKHH1",515305
"ENSSSCG00000035611","MGAT2",NA,"ENSG00000168282","MGAT2",4247,"ENSBTAG00000033891","MGAT2",101906103
"ENSSSCG00000014247","ALDH7A1",106504110,"ENSG00000164904","ALDH7A1",501,"ENSBTAG00000009646","ALDH7A1",507477
"ENSSSCG00000058931","DNAAF2",100521173,"ENSG00000165506","DNAAF2",55172,"ENSBTAG00000004930","DNAAF2",534465
"ENSSSCG00000005944","NDRG1",100156071,"ENSG00000104419","NDRG1",10397,"ENSBTAG00000000711","NDRG1",504499
"ENSSSCG00000003744","MOCOS",100621611,"ENSG00000075643","MOCOS",55034,"ENSBTAG00000012252","MOCOS",281226
"ENSSSCG00000008812","ATP10D",NA,"ENSG00000145246","ATP10D",57205,"ENSBTAG00000000473","ATP10D",536495
"ENSSSCG00000005008","POLE2",100521651,"ENSG00000100479","POLE2",5427,"ENSBTAG00000004931","POLE2",518653
"ENSSSCG00000038486","DYNC2I1",100737248,"ENSG00000126870","DYNC2I1",55112,"ENSBTAG00000024157","DYNC2I1",767895
"ENSSSCG00000039351","PIGH",NA,"ENSG00000100564","PIGH",5283,"ENSBTAG00000018299","PIGH",515306
"ENSSSCG00000007185","SIRPB2",NA,"ENSG00000196209","SIRPB2",284759,"ENSBTAG00000006539","SIRPB2",786236
"ENSSSCG00000002311","SUSD6",NA,"ENSG00000100647","SUSD6",9766,"ENSBTAG00000003857","SUSD6",510837
"ENSSSCG00000024290","RAD54B",100624535,"ENSG00000197275","RAD54B",25788,"ENSBTAG00000024984","FSBP",100848732
"ENSSSCG00000024290","RAD54B",100624535,"ENSG00000197275","RAD54B",25788,"ENSBTAG00000024984","FSBP",533414
"ENSSSCG00000024290","RAD54B",100513148,"ENSG00000197275","RAD54B",25788,"ENSBTAG00000024984","FSBP",100848732
"ENSSSCG00000024290","RAD54B",100513148,"ENSG00000197275","RAD54B",25788,"ENSBTAG00000024984","FSBP",533414
"ENSSSCG00000033626","SREBF1",397308,"ENSG00000072310","SREBF1",6720,"ENSBTAG00000007884","SREBF1",539361
"ENSSSCG00000027935","FHOD3",100622006,"ENSG00000134775","FHOD3",80206,"ENSBTAG00000021581","FHOD3",785433
"ENSSSCG00000028331","IL1R2",100628112,"ENSG00000115590","IL1R2",7850,"ENSBTAG00000006343","IL1R2",515700
"ENSSSCG00000007187","NSFL1C",100513186,"ENSG00000088833","NSFL1C",55968,"ENSBTAG00000006533","NSFL1C",526612
"ENSSSCG00000022900","SUPT16H",100155525,"ENSG00000092201","SUPT16H",11198,"ENSBTAG00000020421","SUPT16H",514989
"ENSSSCG00000035136","SDCCAG8",100513423,"ENSG00000054282","SDCCAG8",10806,"ENSBTAG00000017775","SDCCAG8",616342
"ENSSSCG00000016406","ESYT2",100737296,"ENSG00000117868","ESYT2",57488,"ENSBTAG00000005483","ESYT2",512582
"ENSSSCG00000000264","MFSD5",100157167,"ENSG00000182544","MFSD5",84975,"ENSBTAG00000008933","MFSD5",507921
"ENSSSCG00000004358","ASCC3",100625273,"ENSG00000112249","ASCC3",10973,"ENSBTAG00000020482","ASCC3",538416
"ENSSSCG00000011581","MKRN2OS",100525538,"ENSG00000225526","MKRN2OS",100129480,"ENSBTAG00000024991","MKRN2OS",782327
"ENSSSCG00000027472","GCA",100736670,"ENSG00000115271","GCA",25801,"ENSBTAG00000018446","GCA",507139
"ENSSSCG00000040681","FABP4",399533,"ENSG00000170323","FABP4",2167,"ENSBTAG00000037526","FABP4",281759
"ENSSSCG00000017401","ATP6V0A1",100523018,"ENSG00000033627","ATP6V0A1",535,"ENSBTAG00000019218","ATP6V0A1",286768
"ENSSSCG00000022147","CHURC1",100514910,"ENSG00000258289","CHURC1",91612,"ENSBTAG00000003469","CHURC1",616539
"ENSSSCG00000029877","MKRN2",100626891,"ENSG00000075975","MKRN2",23609,"ENSBTAG00000004512","MKRN2",508004
"ENSSSCG00000008813","CORIN",NA,"ENSG00000145244","CORIN",10699,"ENSBTAG00000002199","CORIN",527107
"ENSSSCG00000010872","AKT3",100513811,"ENSG00000117020","AKT3",10000,"ENSBTAG00000017788","AKT3",100137872
"ENSSSCG00000008229","SFTPB",397296,"ENSG00000168878","SFTPB",6439,"ENSBTAG00000021230","SFTPB",507398
"ENSSSCG00000032583","SRSF5",NA,"ENSG00000100650","SRSF5",6430,"ENSBTAG00000011596","SRSF5",510474
"ENSSSCG00000016301","SAG",397151,"ENSG00000130561","SAG",6295,"ENSBTAG00000021480","SAG",280922
"ENSSSCG00000005946","CCN4",100739115,"ENSG00000104415","CCN4",8840,"ENSBTAG00000000707","CCN4",539163
"ENSSSCG00000000265","ESPL1",100153121,"ENSG00000135476","ESPL1",9700,"ENSBTAG00000008934","ESPL1",506740
"ENSSSCG00000008150","TMEM182",100515134,"ENSG00000170417","TMEM182",130827,"ENSBTAG00000038462","TMEM182",618298
"ENSSSCG00000002129","RPGRIP1",NA,"ENSG00000092200","RPGRIP1",57096,"ENSBTAG00000004694","RPGRIP1",282656
"ENSSSCG00000039340","CCDC184",110260777,"ENSG00000177875","CCDC184",387856,"ENSBTAG00000002390","CCDC184",617289
"ENSSSCG00000015039","BCO2",NA,"ENSG00000197580","BCO2",83875,"ENSBTAG00000034193","BCO2",514135
"ENSSSCG00000033728","FABP9",100151890,"ENSG00000205186","FABP9",646480,"ENSBTAG00000039718","FABP9",515385
"ENSSSCG00000006105","GEM",404772,"ENSG00000164949","GEM",2669,"ENSBTAG00000007596","GEM",538437
"ENSSSCG00000024453","RAF1",100737448,"ENSG00000132155","RAF1",5894,"ENSBTAG00000045748","RAF1",521196
"ENSSSCG00000007171","EBF4",100523648,"ENSG00000088881","EBF4",57593,"ENSBTAG00000037757","EBF4",506470
"ENSSSCG00000038714","MFSD9",100626073,"ENSG00000135953","MFSD9",84804,"ENSBTAG00000001714","MFSD9",514165
"ENSSSCG00000025729","IRS1",100512686,"ENSG00000169047","IRS1",3667,"ENSBTAG00000021308","IRS1",538598
"ENSSSCG00000014244","PHAX",100515013,"ENSG00000164902","PHAX",51808,"ENSBTAG00000009647","PHAX",507478
"ENSSSCG00000006106","CDH17",100157834,"ENSG00000079112","CDH17",1015,"ENSBTAG00000021964","CDH17",507526
"ENSSSCG00000002279","GPX2",767625,"ENSG00000176153","GPX2",2877,"ENSBTAG00000068964","GPX2",533088
"ENSSSCG00000014975","CNTN5",NA,"ENSG00000149972","CNTN5",53942,"ENSBTAG00000020466","CNTN5",538198
"ENSSSCG00000008153","SLC9A2",100101921,"ENSG00000115616","SLC9A2",6549,"ENSBTAG00000001706","SLC9A2",526134
"ENSSSCG00000004270","ADGRB3",100736796,"ENSG00000135298","ADGRB3",577,"ENSBTAG00000015335","ADGRB3",100337167
"ENSSSCG00000007179","STK35",100524534,"ENSG00000125834","STK35",140901,"ENSBTAG00000003561","STK35",540979
"ENSSSCG00000040454","SPMIP10",100516249,"ENSG00000196900","SPMIP10",389320,"ENSBTAG00000046718","SPMIP10",100126817
"ENSSSCG00000002313","SLC10A1",NA,"ENSG00000100652","SLC10A1",6554,"ENSBTAG00000001881","SLC10A1",532890
"ENSSSCG00000014248","LMNB1",100513342,"ENSG00000113368","LMNB1",4001,"ENSBTAG00000002882","LMNB1",540643
"ENSSSCG00000016243","RHBDD1",100512869,"ENSG00000144468","RHBDD1",84236,"ENSBTAG00000023963","RHBDD1",533985
"ENSSSCG00000016442","AOC1",100517436,"ENSG00000002726","AOC1",26,"ENSBTAG00000005419","AOC1",509751
"ENSSSCG00000009524","TMTC4",100524643,"ENSG00000125247","TMTC4",84899,"ENSBTAG00000007066","TMTC4",539972
"ENSSSCG00000035684","TMED10",NA,"ENSG00000170348","TMED10",10972,"ENSBTAG00000005694","TMED10",529761
"ENSSSCG00000008816","NFXL1",NA,"ENSG00000170448","NFXL1",152518,"ENSBTAG00000002201","NFXL1",784953
"ENSSSCG00000015898","KCNH7",100623954,"ENSG00000184611","KCNH7",90134,"ENSBTAG00000001899","KCNH7",534542
"ENSSSCG00000002280","RAB15",100512115,"ENSG00000139998","RAB15",376267,"ENSBTAG00000003474","RAB15",614507
"ENSSSCG00000020678","BANP",100622381,"ENSG00000172530","BANP",54971,"ENSBTAG00000023745","BANP",513446
"ENSSSCG00000017439","KRT32",100514599,"ENSG00000108759","KRT32",3882,"ENSBTAG00000016384","KRT32",788182
"ENSSSCG00000007197","RSPO4",100518279,"ENSG00000101282","RSPO4",343637,"ENSBTAG00000021885","RSPO4",517783
"ENSSSCG00000011583","TMEM40",100526186,"ENSG00000088726","TMEM40",55287,"ENSBTAG00000000161","TMEM40",505490
"ENSSSCG00000009840","PRKAB1",100156537,"ENSG00000111725","PRKAB1",5564,"ENSBTAG00000005940","PRKAB1",534107
"ENSSSCG00000008155","SLC9A4",396786,"ENSG00000180251","SLC9A4",389015,"ENSBTAG00000024075","SLC9A4",536970
"ENSSSCG00000032489","KLHDC1",110262107,"ENSG00000197776","KLHDC1",122773,"ENSBTAG00000031697","KLHDC1",537136
"ENSSSCG00000000267","PFDN5",106504162,"ENSG00000123349","PFDN5",5204,"ENSBTAG00000008935","PFDN5",282848
"ENSSSCG00000002388","ESRRB",NA,"ENSG00000119715","ESRRB",2103,"ENSBTAG00000012285","ESRRB",528437
"ENSSSCG00000039392","SNPH",100513829,"ENSG00000101298","SNPH",9751,"ENSBTAG00000048366","SNPH",512054
"ENSSSCG00000011582","CAND2",100525717,"ENSG00000144712","CAND2",23066,"ENSBTAG00000015273","CAND2",533826
"ENSSSCG00000038164","RAI1",110256137,"ENSG00000108557","RAI1",10743,"ENSBTAG00000004768","RAI1",528972
"ENSSSCG00000059472","TMEM233",100155334,"ENSG00000224982","TMEM233",387890,"ENSBTAG00000048560","TMEM233",100297703
"ENSSSCG00000008157","IL18RAP",100517818,"ENSG00000115607","IL18RAP",8807,"ENSBTAG00000033748","IL18RAP",493716
"ENSSSCG00000038160","CNGA1",NA,"ENSG00000198515","CNGA1",1259,"ENSBTAG00000002205","CNGA1",281700
"ENSSSCG00000046295","MYG1",100516439,"ENSG00000139637","MYG1",60314,"ENSBTAG00000020177","MYG1",506560
"ENSSSCG00000030603","TATDN1",100625102,"ENSG00000147687","TATDN1",83940,"ENSBTAG00000033446","TATDN1",509365
"ENSSSCG00000004990","LRFN5",100156782,"ENSG00000165379","LRFN5",145581,"ENSBTAG00000003684","LRFN5",539366
"ENSSSCG00000016244","COL4A4",100621403,"ENSG00000081052","COL4A4",1286,"ENSBTAG00000021310","COL4A4",407107
"ENSSSCG00000035629","CA5A",110260889,"ENSG00000174990","CA5A",763,"ENSBTAG00000010151","CA5A",515359
"ENSSSCG00000015332","PON1",100048952,"ENSG00000005421","PON1",5444,"ENSBTAG00000015654","PON1",523798
"ENSSSCG00000009842","CCDC60",110255219,"ENSG00000183273","CCDC60",160777,"ENSBTAG00000004693","CCDC60",614062
"ENSSSCG00000002281","FNTB",100512293,"ENSG00000257365","FNTB",2342,"ENSBTAG00000005897","FNTB",327686
"ENSSSCG00000002281","FNTB",100512293,"ENSG00000257365","FNTB",100529261,"ENSBTAG00000005897","FNTB",327686
"ENSSSCG00000000268","AAAS",100154333,"ENSG00000094914","AAAS",8086,"ENSBTAG00000020179","AAAS",506561
"ENSSSCG00000025357","LDAH",100625316,"ENSG00000118961","LDAH",60526,"ENSBTAG00000031014","LDAH",534992
"ENSSSCG00000014249","MARCHF3",100513526,"ENSG00000173926","MARCHF3",115123,"ENSBTAG00000006797","MARCHF3",520348
"ENSSSCG00000010109","SCARF2",100155943,"ENSG00000244486","SCARF2",91179,"ENSBTAG00000019375","SCARF2",528108
"ENSSSCG00000036441","PMP2",100151890,"ENSG00000147588","PMP2",5375,"ENSBTAG00000000071","PMP2",506062
"ENSSSCG00000036036","XG",NA,"ENSG00000124343","XG",7499,"ENSBTAG00000046328","XG",101902671
"ENSSSCG00000007192","C20orf202",NA,"ENSG00000215595","C20orf202",400831,"ENSBTAG00000061447","C13H20orf202",100296025
"ENSSSCG00000038854","PSMF1",100152620,"ENSG00000125818","PSMF1",9491,"ENSBTAG00000018417","PSMF1",617807
"ENSSSCG00000024412","RNF139",100156613,"ENSG00000170881","RNF139",11236,"ENSBTAG00000020399","RNF139",NA
"ENSSSCG00000024412","RNF139",100155406,"ENSG00000170881","RNF139",11236,"ENSBTAG00000020399","RNF139",NA
"ENSSSCG00000002389","VASH1",NA,"ENSG00000071246","VASH1",22846,"ENSBTAG00000008735","VASH1",615419
"ENSSSCG00000033303","MBD4",110256288,"ENSG00000129071","MBD4",8930,"ENSBTAG00000021645","MBD4",511463
"ENSSSCG00000008159","IL18R1",397179,"ENSG00000115604","IL18R1",8809,"ENSBTAG00000001034","IL18R1",407221
"ENSSSCG00000014250","C5orf63",100627580,"ENSG00000164241","C5orf63",401207,"ENSBTAG00000017835","C7H5orf63",100335582
"ENSSSCG00000037267","MAX",100517170,"ENSG00000125952","MAX",4149,"ENSBTAG00000017994","MAX",540616
"ENSSSCG00000034656","RTN4R",100152289,"ENSG00000040608","RTN4R",65078,"ENSBTAG00000046677","RTN4R",100299284
"ENSSSCG00000035262","TMEM74B",NA,"ENSG00000125895","TMEM74B",55321,"ENSBTAG00000018418","TMEM74B",539523
"ENSSSCG00000014161","KIAA0825",106509502,"ENSG00000185261","KIAA0825",285600,"ENSBTAG00000003144","KIAA0825",533635
"ENSSSCG00000032795","IL1RL1",100127134,"ENSG00000115602","IL1RL1",9173,"ENSBTAG00000018571","IL1RL1",520709
"ENSSSCG00000010116","SLC25A1",100154310,"ENSG00000100075","SLC25A1",6576,"ENSBTAG00000008528","SLC25A1",282476
"ENSSSCG00000023887","VSX1",100620386,"ENSG00000100987","VSX1",30813,"ENSBTAG00000003335","VSX1",286802
"ENSSSCG00000004340","FHL5",100152075,"ENSG00000112214","FHL5",9457,"ENSBTAG00000001803","FHL5",615499
"ENSSSCG00000002652","KLHDC4",100511452,"ENSG00000104731","KLHDC4",54758,"ENSBTAG00000006905","KLHDC4",509550
"ENSSSCG00000006107","PDP1",100153002,"ENSG00000164951","PDP1",54704,"ENSBTAG00000000199","PDP1",280891
"ENSSSCG00000016452","GIMAP8",100736760,"ENSG00000171115","GIMAP8",155038,"ENSBTAG00000014402","GIMAP8",531516
"ENSSSCG00000014163","SLF1",100522125,"ENSG00000133302","SLF1",84250,"ENSBTAG00000006107","SLF1",520250
"ENSSSCG00000062878","SP7",404701,"ENSG00000170374","SP7",121340,"ENSBTAG00000033292","SP7",531995
"ENSSSCG00000029515","PON3",733674,"ENSG00000105852","PON3",5446,"ENSBTAG00000034645","PON3",510953
"ENSSSCG00000037950","NIPAL1",NA,"ENSG00000163293","NIPAL1",152519,"ENSBTAG00000009423","NIPAL1",539757
"ENSSSCG00000062567","DEFB121",100188899,"ENSG00000204548","DEFB121",245934,"ENSBTAG00000048949","DEFB121",NA
"ENSSSCG00000011589","IFT122",100512559,"ENSG00000163913","IFT122",55764,"ENSBTAG00000019121","IFT122",536731
"ENSSSCG00000014182","SLCO4C1",100737557,"ENSG00000173930","SLCO4C1",353189,"ENSBTAG00000016359","SLCO4C1",497621
"ENSSSCG00000036284","USP46",NA,"ENSG00000109189","USP46",64854,"ENSBTAG00000003443","USP46",516420
"ENSSSCG00000000272","SP1",396575,"ENSG00000185591","SP1",6667,"ENSBTAG00000003021","SP1",540741
"ENSSSCG00000062065","GSC2",100152323,"ENSG00000063515","GSC2",2928,"ENSBTAG00000047526","GSC2",104974716
"ENSSSCG00000002390","ANGEL1",NA,"ENSG00000013523","ANGEL1",23357,"ENSBTAG00000019454","ANGEL1",508197
"ENSSSCG00000022257","HHLA1",NA,"ENSG00000132297","HHLA1",10086,"ENSBTAG00000034196","HHLA1",101905983
"ENSSSCG00000007212","C20orf96",100154679,"ENSG00000196476","C20orf96",140680,"ENSBTAG00000002115","C13H20orf96",513202
"ENSSSCG00000018053","MED9",100512681,"ENSG00000141026","MED9",55090,"ENSBTAG00000020517","MED9",616966
"ENSSSCG00000005009","KLHDC2",100154557,"ENSG00000165516","KLHDC2",23588,"ENSBTAG00000004933","KLHDC2",535436
"ENSSSCG00000015333","ASB4",NA,"ENSG00000005981","ASB4",51666,"ENSBTAG00000018185","ASB4",535831
"ENSSSCG00000040731","TMEM65",100157797,"ENSG00000164983","TMEM65",157378,"ENSBTAG00000022114","TMEM65",614243
"ENSSSCG00000034044","RASD1",100512496,"ENSG00000108551","RASD1",51655,"ENSBTAG00000020520","RASD1",507449
"ENSSSCG00000008835","RASL11B",NA,"ENSG00000128045","RASL11B",65997,"ENSBTAG00000020647","RASL11B",528446
"ENSSSCG00000010138","ZDHHC8",100157140,"ENSG00000099904","ZDHHC8",29801,"ENSBTAG00000006657","ZDHHC8",526847
"ENSSSCG00000014183","SLCO6A1",100512269,"ENSG00000205359","SLCO6A1",133482,"ENSBTAG00000030210","SLCO6A1",615094
"ENSSSCG00000026953","TPGS2",100621913,"ENSG00000134779","TPGS2",25941,"ENSBTAG00000021583","TPGS2",540456
"ENSSSCG00000007218","DEFB129",100170137,"ENSG00000125903","DEFB129",140881,"ENSBTAG00000048288","DEFB129",100138390
"ENSSSCG00000028931","GDF7",100624534,"ENSG00000143869","GDF7",151449,"ENSBTAG00000038224","GDF7",286859
"ENSSSCG00000008836","SCFD2",NA,"ENSG00000184178","SCFD2",152579,"ENSBTAG00000020648","SCFD2",535130
"ENSSSCG00000000271","AMHR2",100154297,"ENSG00000135409","AMHR2",269,"ENSBTAG00000018524","AMHR2",514963
"ENSSSCG00000035240","GPR63",100152431,"ENSG00000112218","GPR63",81491,"ENSBTAG00000064419","GPR63",517696
"ENSSSCG00000006143","CA13",100152714,"ENSG00000185015","CA13",377677,"ENSBTAG00000001000","CA13",513850
"ENSSSCG00000018051","COPS3",100512312,"ENSG00000141030","COPS3",8533,"ENSBTAG00000018973","COPS3",507932
"ENSSSCG00000015331","PON2",100142663,"ENSG00000105854","PON2",5445,"ENSBTAG00000008361","PON2",281417
"ENSSSCG00000002656","ZCCHC14",100512105,"ENSG00000140948","ZCCHC14",23174,"ENSBTAG00000014267","ZCCHC14",528171
"ENSSSCG00000030115","HS1BP3",100625429,"ENSG00000118960","HS1BP3",64342,"ENSBTAG00000015490","HS1BP3",526092
"ENSSSCG00000015907","GALNT3",100515629,"ENSG00000115339","GALNT3",2591,"ENSBTAG00000013957","GALNT3",535458
"ENSSSCG00000010139","CCDC188",100153473,"ENSG00000234409","CCDC188",388849,"ENSBTAG00000047626","CCDC188",100848428
"ENSSSCG00000036940","TCF15",100517249,"ENSG00000125878","TCF15",6939,"ENSBTAG00000005750","TCF15",518491
"ENSSSCG00000005011","NEMF",100156579,"ENSG00000165525","NEMF",9147,"ENSBTAG00000004934","NEMF",541292
"ENSSSCG00000005954","OC90",100739006,"ENSG00000253117","OC90",729330,"ENSBTAG00000007736","OC90",516393
"ENSSSCG00000010141","ZP4",397111,"ENSG00000116996","ZP4",57829,"ENSBTAG00000026085","ZP4",280965
"ENSSSCG00000018205","SCARNA18",NA,"ENSG00000238835","SCARNA18",677765,"ENSBTAG00000045243","SCARNA18",NA
"ENSSSCG00000002391","LRRC74A",NA,"ENSG00000100565","LRRC74A",145497,"ENSBTAG00000013181","LRRC74A",528053
"ENSSSCG00000015334","PDK4",100286778,"ENSG00000004799","PDK4",5166,"ENSBTAG00000014069","PDK4",507367
"ENSSSCG00000010188","ABCB10",100153026,"ENSG00000135776","ABCB10",23456,"ENSBTAG00000017053","ABCB10",789800
"ENSSSCG00000033333","FER1L6",100620175,"ENSG00000214814","FER1L6",654463,"ENSBTAG00000013537","FER1L6",527366
"ENSSSCG00000016245","COL4A3",100621504,"ENSG00000169031","COL4A3",1285,"ENSBTAG00000021316","COL4A3",317711
"ENSSSCG00000027701","RP2",NA,"ENSG00000102218","RP2",6102,"ENSBTAG00000005496","RP2",534054
"ENSSSCG00000035324","EN2",100512078,"ENSG00000164778","EN2",2020,"ENSBTAG00000018917","EN2",100337304
"ENSSSCG00000002392","IRF2BPL",NA,"ENSG00000119669","IRF2BPL",64207,"ENSBTAG00000072142","IRF2BPL",613845
"ENSSSCG00000002654","FBXO31",100512607,"ENSG00000103264","FBXO31",79791,"ENSBTAG00000002226","FBXO31",513951
"ENSSSCG00000000274","PCBP2",397665,"ENSG00000197111","PCBP2",5094,"ENSBTAG00000020757","PCBP2",540653
"ENSSSCG00000009400","RCBTB2",100154691,"ENSG00000136161","RCBTB2",1102,"ENSBTAG00000006647","RCBTB2",513632
"ENSSSCG00000017495","GRB7",100513230,"ENSG00000141738","GRB7",2886,"ENSBTAG00000017366","GRB7",508847
"ENSSSCG00000014184","PAM",100526040,"ENSG00000145730","PAM",5066,"ENSBTAG00000012387","PAM",280890
"ENSSSCG00000011590","RHO",397437,"ENSG00000163914","RHO",6010,"ENSBTAG00000001310","RHO",509933
"ENSSSCG00000029760","CIPC",NA,"ENSG00000198894","CIPC",85457,"ENSBTAG00000009923","CIPC",506130
"ENSSSCG00000002666","KIAA0513",100515140,"ENSG00000135709","KIAA0513",9764,"ENSBTAG00000020835","KIAA0513",507534
"ENSSSCG00000016420","INSIG1",403162,"ENSG00000186480","INSIG1",3638,"ENSBTAG00000001592","INSIG1",511899
"ENSSSCG00000015335","DYNC1I1",NA,"ENSG00000158560","DYNC1I1",1780,"ENSBTAG00000027134","DYNC1I1",613724
"ENSSSCG00000038132","IRF2BP2",110256877,"ENSG00000168264","IRF2BP2",359948,"ENSBTAG00000046841","IRF2BP2",781665
"ENSSSCG00000012267","JADE3",NA,"ENSG00000102221","JADE3",9767,"ENSBTAG00000005124","JADE3",506664
"ENSSSCG00000004342","NDUFAF4",100157673,"ENSG00000123545","NDUFAF4",29078,"ENSBTAG00000003174","NDUFAF4",615440
"ENSSSCG00000023550","IL1RL2",106509756,"ENSG00000115598","IL1RL2",8808,"ENSBTAG00000005704","IL1RL2",522114
"ENSSSCG00000006108","TMEM67",100515024,"ENSG00000164953","TMEM67",91147,"ENSBTAG00000044190","TMEM67",506762
"ENSSSCG00000010860","PSEN2",780410,"ENSG00000143801","PSEN2",5664,"ENSBTAG00000013197","PSEN2",282010
"ENSSSCG00000038765","FAM89A",100156669,"ENSG00000182118","FAM89A",375061,"ENSBTAG00000023073","FAM89A",616421
"ENSSSCG00000011591","H1-8",100512738,"ENSG00000178804","H1-8",132243,"ENSBTAG00000001812","H1-8",527400
"ENSSSCG00000056101","POU3F2",100157279,"ENSG00000184486","POU3F2",5454,"ENSBTAG00000024773","POU3F2",783320
"ENSSSCG00000022390","RGN",768107,"ENSG00000130988","RGN",9104,"ENSBTAG00000046155","RGN",280910
"ENSSSCG00000010179","ARV1",100151849,"ENSG00000173409","ARV1",64801,"ENSBTAG00000021822","ARV1",515046
"ENSSSCG00000015908","TTC21B",100516342,"ENSG00000123607","TTC21B",79809,"ENSBTAG00000016512","TTC21B",527412
"ENSSSCG00000025221","PAXIP1",100621300,"ENSG00000157212","PAXIP1",22976,"ENSBTAG00000017505","PAXIP1",513213
"ENSSSCG00000002667","ZDHHC7",100514104,"ENSG00000153786","ZDHHC7",55625,"ENSBTAG00000002639","ZDHHC7",617052
"ENSSSCG00000009401","RB1",100151828,"ENSG00000139687","RB1",5925,"ENSBTAG00000006640","RB1",534712
"ENSSSCG00000008838","LNX1",NA,"ENSG00000072201","LNX1",84708,"ENSBTAG00000020658","LNX1",540694
"ENSSSCG00000045529","DNAH6",100524798,"ENSG00000115423","DNAH6",1768,"ENSBTAG00000049566","DNAH6",112448797
"ENSSSCG00000011592","PLXND1",100152254,"ENSG00000004399","PLXND1",23129,"ENSBTAG00000001814","PLXND1",781625
"ENSSSCG00000030437","TMEM253",100623276,"ENSG00000232070","TMEM253",643382,"ENSBTAG00000032908","TMEM253",515865
"ENSSSCG00000038715","FLCN",110256140,"ENSG00000154803","FLCN",201163,"ENSBTAG00000008010","FLCN",526652
"ENSSSCG00000033688","ZDHHC22",NA,"ENSG00000177108","ZDHHC22",283576,"ENSBTAG00000014384","ZDHHC22",613943
"ENSSSCG00000057105","PRPS2",100510993,"ENSG00000101911","PRPS2",5634,"ENSBTAG00000047997","PRPS2",537688
"ENSSSCG00000015336","SLC25A13",NA,"ENSG00000004864","SLC25A13",10165,"ENSBTAG00000003773","SLC25A13",615470
"ENSSSCG00000005012","ARF6",780425,"ENSG00000165527","ARF6",382,"ENSBTAG00000068075","ARF6",100294979
"ENSSSCG00000039878","PLD6",110256141,"ENSG00000179598","PLD6",201164,"ENSBTAG00000008009","PLD6",526651
"ENSSSCG00000002669","CRISPLD2",100625354,"ENSG00000103196","CRISPLD2",83716,"ENSBTAG00000021176","CRISPLD2",505329
"ENSSSCG00000026538","MSGN1",100520670,"ENSG00000151379","MSGN1",343930,"ENSBTAG00000039113","MSGN1",521556
"ENSSSCG00000038313","ZNF219",100623182,"ENSG00000165804","ZNF219",51222,"ENSBTAG00000021008","ZNF219",615493
"ENSSSCG00000021591","RBM3",100627807,"ENSG00000102317","RBM3",5935,"ENSBTAG00000025848","RBM3",509771
"ENSSSCG00000036081","TBC1D20",100519805,"ENSG00000125875","TBC1D20",128637,"ENSBTAG00000013330","TBC1D20",504543
"ENSSSCG00000008247","SUCLG1",399539,"ENSG00000163541","SUCLG1",8802,"ENSBTAG00000006075","SUCLG1",509983
"ENSSSCG00000009403","ITM2B",595120,"ENSG00000136156","ITM2B",9445,"ENSBTAG00000003109","ITM2B",510575
"ENSSSCG00000014225","DTWD2",100737009,"ENSG00000169570","DTWD2",285605,"ENSBTAG00000002143","DTWD2",613362
"ENSSSCG00000008819","TXK",NA,"ENSG00000074966","TXK",7294,"ENSBTAG00000005055","TXK",504782
"ENSSSCG00000012318","MAGED1",414852,"ENSG00000179222","MAGED1",9500,"ENSBTAG00000008733","MAGED1",512562
"ENSSSCG00000005029","RTRAF",100154555,"ENSG00000087302","RTRAF",51637,"ENSBTAG00000021944","RTRAF",513083
"ENSSSCG00000002398","TMEM63C",NA,"ENSG00000165548","TMEM63C",57156,"ENSBTAG00000016283","TMEM63C",614000
"ENSSSCG00000012283","ZNF81",NA,"ENSG00000197779","ZNF81",347344,"ENSBTAG00000005866","ZNF81",100141016
"ENSSSCG00000008820","TEC",NA,"ENSG00000135605","TEC",7006,"ENSBTAG00000005062","TEC",504733
"ENSSSCG00000010861","COQ8A",100511399,"ENSG00000163050","COQ8A",56997,"ENSBTAG00000021880","COQ8A",536925
"ENSSSCG00000005955","EFR3A",100627646,"ENSG00000132294","EFR3A",23167,"ENSBTAG00000047834","EFR3A",535125
"ENSSSCG00000016423","DPP6",100621864,"ENSG00000130226","DPP6",1804,"ENSBTAG00000021941","DPP6",281123
